objectid,title,creator,subject,signature,date,description,condition,scope and contents,provenance,source,identifier,relation,type,media,format,frame,size,rights,rightsstatement,fileid,object_location,image_small,image_thumb
jmz.407,Untitled (Still life of baskets and pottery),"Nez, Guy, Jr.",Navajo (culture or style),"Guy Nez, Jr. (printed, lower right)",,"A painting of two coiled baskets, an incised black Santa Clara jar with a water serpent design, a Hopi vase, and a small black Santa Clara pot. In the background, on the left, there is a figure of an Eagle dancer with his arms raised. In the center background is the head of a Hopi maiden with the traditional hairstyle. In the lower right side, by the small black pot, there is a Navajo turquoise-and-silver squash blossom necklace.",dented at top near center; frame scratched; water staining,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack Zarrow via absentee bid from Allard Auctions, Inc., The Best of Santa Fe, Santa Fe, NM, August 16, 1999.","Zarrow Collection, Oklahoma State University Archives",jmz.407,,Image,Acrylic paint,image/png,Wood (plant material); Gold (color); Turquoise (color),image: 24 x 36 in.; framed: 28 1/8 x 40 3/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.407.png,/objects/jmz.407.png,/objects/small/jmz.407_sm.jpg,/objects/thumbs/jmz.407_th.jpg
jmz.408,Kiowa fancy war dancer,"Williams, David Emmett (Tos-que)",Kiowa (culture or style); Tonkawa (culture or style); Apache (culture or style),"David Williams '78 (script, lower right)",1978,"A drawing of a fancy war dancer facing slightly to the left. He is in motion with his right foot off the floor and his left knee bent. He is holding a stick with thongs attached to it in each hand and his right hand is raised at head height while his left arm is lowered, at about hip height. He is dressed in the clothing of a powwow fancy war dancer, including a feather bustle and a headdress.",undamaged; acid-free mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from David Williams at the Mountain Festival held at the Creek County Fair Grounds, Sapulpa, OK, October 20, 1979. The Zarrows purchased three drawings and two paintings at the time. On the back of the drawing: ""Kiowa Fancy War Dancer.""","Zarrow Collection, Oklahoma State University Archives",jmz.408,,Image,Pencils (drawing and writing equipment),image/png,,image: 11 x 8 1/2 in.; matted: 15 7/8 x 12 7/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.408.png,/objects/jmz.408.png,/objects/small/jmz.408_sm.jpg,/objects/thumbs/jmz.408_th.jpg
jmz.409,"Getting with it, Kiowa gourd dancer","Williams, David Emmett (Tos-que)",Kiowa (culture or style); Tonkawa (culture or style); Apache (culture or style),"David Williams '76 (script, lower right)",1976,"A drawing of a dancer from the waist up facing the viewer. His head is thrown back as he sings. He is holding a rattle in his right hand at head height and a feather fan in his left hand in front of his chest. A choker, with what appears to be a buffalo tooth attached, is hanging around his neck.",wrinkled; acid-free mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from David Williams at the Mountain Festival held at the Creek County Fair Grounds, Sapulpa, OK, October 20, 1979. The Zarrows purchased three drawings and two paintings at the time.","Zarrow Collection, Oklahoma State University Archives",jmz.409,,Image,Pencils (drawing and writing equipment),image/png,,image: 17 3/4 x 11 3/4 in.; matted: 20 x 15 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.409.png,/objects/jmz.409.png,/objects/small/jmz.409_sm.jpg,/objects/thumbs/jmz.409_th.jpg
jmz.41,Untitled (Woman with mortar and pestle),"Howard, Norma",Choctaw (culture or style); Chickasaw (culture or style),"Norma Howard (printed, lower left)",,"A painting of a woman with her back to the viewer, grinding something in a log mortar with a wooden pestle. A little boy is standing on the left, and a little girl is standing on the right. Both children are facing the viewer.",undamaged; museum mounting,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Art Market, Tulsa, OK, January 2, 1999.","Zarrow Collection, Oklahoma State University Archives",jmz.41,,Image,Watercolor (paint),image/png,Wood (plant material),image: 8 3/8 x 6 3/8 in.; framed: 14 3/4 x 11 3/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.41.png,/objects/jmz.41.png,/objects/small/jmz.41_sm.jpg,/objects/thumbs/jmz.41_th.jpg
jmz.410,Untitled (The Western Wall),Karczmar,,"S. Karczmar (printed, lower right)",,"A painting of a wall constructed of large square stones. Three men are standing at the wall praying. In the foreground to the right of them, there are five other men. From left to right, they are a soldier with a rifle, a man holding a torah, two other soldiers with rifles, and a man with a beard who is dressed in black. The first, second and fourth man have their backs to the viewer while the other two men are facing left.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from the artist while on a trip to Israel, 1969.","Zarrow Collection, Oklahoma State University Archives",jmz.410,,Image,Oil paint (paint),image/png,Wood (plant material); Gold (color),image: 12 1/4 x 8 1/4 in.; framed: 16 x 12 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.410.png,/objects/jmz.410.png,/objects/small/jmz.410_sm.jpg,/objects/thumbs/jmz.410_th.jpg
jmz.411,No. #58,"Yazzie, Douglas",Navajo (culture or style),"D. Yazzie '86 (printed, center)",1986,"A painting of a young man facing right with his head turned to viewer dancing in a powwow dance contest. He is wearing a roach headdress and a feather bustle. A bone hair pipe choker and breastplate are hanging down the front of his blue calico ribbon shirt. Around his upper arm, he is wearing beaded bands and he has matching bow guards around his wrists. He is holding a large feather fan in his right hand. He is wearing the number 58 on his front.",undamaged; acidic mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow via absentee bid from an R. G. Munn auction, Albuquerque, NM, February 4, 1995. Auction lot #743. On the dust cover: ""27624, Douglas T. Yazzie...(No # 58), acrylic.""","Zarrow Collection, Oklahoma State University Archives",jmz.411,,Image,Acrylic paint,image/png,Wood (plant material); White (color); Brown (color),image: 10 7/8 x 8 7/8 in.; framed: 18 5/8 x 16 1/2 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.411.png,/objects/jmz.411.png,/objects/small/jmz.411_sm.jpg,/objects/thumbs/jmz.411_th.jpg
jmz.412,Choctaw basket weaver,"Roberson, Gloria Ervin ",,Gloria Ervin Roberson,,"A painting of a seated woman in a ribbon-trimmed white tear dress. In her hands, which are resting in her lap, she is holding wood splints used in basket weaving. She is facing right. A basket is sitting on the floor to the left of her.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Five Civilized Tribes Museum's annual Artists Exhibition, October 19, 1980. Data provided about the painting: ""5 Civ. Tribes, 'Choctaw Basket Weaver,' by Gloria Ervin Roberson, Choctaw, 10/19/80, Heritage Award and Honorable mention, Selected and hung in Governor's Gallery, state Capital, Oklahoma City, OK, July 1980.""","Zarrow Collection, Oklahoma State University Archives",jmz.412,,Image,Oil paint (paint),image/png,Wood (plant material); Tan (color); Carving (processes),image: 16 x 12 1/4 in.; framed: 18 3/4 x 15 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.412.png,/objects/jmz.412.png,/objects/small/jmz.412_sm.jpg,/objects/thumbs/jmz.412_th.jpg
jmz.413,Morning at Mono Lake - A California journey,"Klein, Carole",,"Klein (script, lower left)",,A landscape painting of a winding highway that starts in the right foreground and winds through a valley. A body of water can be seen through the trees in the center of the painting. There are mountains in the far background.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at a wall sale at the Gilcrease Museum's annual American Art in Miniature exhibition, Tulsa, OK, November 6, 1998. This painting was one of two purchased. The other painting was ""Breaktime"" by Steve Forbis (jmz.416).","Zarrow Collection, Oklahoma State University Archives",jmz.413,,Image,Pastel (material),image/png,Wood (plant material); Gold (color); Antiquing,image: 7 5/8 x 11 7/8 in.; framed: 15 1/2 x 20 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.413.png,/objects/jmz.413.png,/objects/small/jmz.413_sm.jpg,/objects/thumbs/jmz.413_th.jpg
jmz.414,Mississippi Valley mansion,"Dobbs, Lorraine",,"Lorraine Dobbs 1998 (printed, lower left)",1998,"A drawing of the entryway of a home. The door in the center is standing open and a fountain can be seen in the forecourt. A gold chandelier with four large white globes is hanging from the ceiling. There are stairs on the right and windows on each side of the front door. There is a doorway and closed door in the left wall. On the side of the closed door closest to the window, there is a small table. On the other side of the closed door there is a small couch. The floor appears to be wood and there is a Persian carpet in the center of it.",undamaged; acidic mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow. On a sticker on the dust cover: ""'Morning at Mono Lake - A California Journey,' Pastel, Carole Klein."" Framing by Boston Avenue Frame Shop, Tulsa, OK.","Zarrow Collection, Oklahoma State University Archives",jmz.414,,Image,Prismacolor (TM),image/png,Wood (plant material); Silver (color),image: 15 1/2 x 12 5/8 in.; framed: 20 x 17 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.414.png,/objects/jmz.414.png,/objects/small/jmz.414_sm.jpg,/objects/thumbs/jmz.414_th.jpg
jmz.415,Trumpet lilies,"Dobbs, Lorraine",,"Lorraine Dobbs 1991 (printed, lower right",1991,A drawing of four lily plants growing in front of three rocks. There are three buds and eight white blossoms that have gold throats and red veins. The blossoms fill the upper two-thirds of the drawing.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from the Art Form Gallery in Van Buren, AR, August 29, 1991.","Zarrow Collection, Oklahoma State University Archives",jmz.415,,Image,Prismacolor (TM),image/png,Wood (plant material),image: 16 x 12 in.; framed: 21 7/8 x 17 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.415.png,/objects/jmz.415.png,/objects/small/jmz.415_sm.jpg,/objects/thumbs/jmz.415_th.jpg
jmz.416,Breaktime,"Forbis, Steve",,"S. Forbis (printed, lower left)",,"A three-quarter length portrait of a young Native American boy who is holding a red soda can in his right hand. He is facing right. He has a rolled-up, flowered, red scarf tied around his head and he is wearing a red velvet shirt. He has a turquoise-and-silver broach pinned on his front just under his collar and he is also wearing a turquoise nugget necklace.",undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at a wall sale at the Gilcrease Museum's annual American Art in Miniature exhibition, November 6, 1998. This painting was one of two purchased. The other painting was ""Morning At Mono Lake - A California Journey"" by Carole Klein (see jmz.413).","Zarrow Collection, Oklahoma State University Archives",jmz.416,,Image,Colored pencils,image/png,Wood (plant material); Dark brown; Inlays (decorations),image: 9 5/8 x 8 in.; framed: 19 1/4 x 17 1/4 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.416.png,/objects/jmz.416.png,/objects/small/jmz.416_sm.jpg,/objects/thumbs/jmz.416_th.jpg
jmz.417,Buckskin colt,"Lee, Charles",Navajo (culture or style),"YEL-HA-YAH '80 (printed, lower right)",1980,"A painting of a young horse facing right. He has a gold-colored body while his tail and mane are black. In addition, there are black markings on his lower legs. His head is raised, his ears are perked up and his legs are braced as though ready for action.",undamaged; acid-free mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow via absentee bid from an R. G. Munn auction, Albuquerque, NM, February 3, 1995. This painting was one of twenty purchased at this auction. The others were by Robert Chee, Tony Begay, Geraldine Gutierrez, Ignatius Palmer, Nick Poleahla, Percy Sandy, Robert Redbird, Dave Yazzie, Raphael Medina, Robert Draper, Fred Cleveland, Jim Abeita, Neil David, and Douglas Yazzie. Auction lot #194. On the back of the painting: ""...By Charles Lee, Navajo Artist 'Buckskin Colt'....""","Zarrow Collection, Oklahoma State University Archives",jmz.417,,Image,Watercolor (paint),image/png,Wood (plant material); Mauve (color); Antiquing,image: 14 x 9 3/4 in.; framed: 22 3/4 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.417.png,/objects/jmz.417.png,/objects/small/jmz.417_sm.jpg,/objects/thumbs/jmz.417_th.jpg
jmz.418,Midnight snack,"Winslow, Bob",,"Bob Winslow '79 (printed, lower left)",1979,A drawing of a raccoon sitting on a tree branch and picking a persimmon to eat. He is facing slightly to the left and looking directly at the viewer.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from the artist at a Ducks Unlimited Art Show, Tulsa, OK.","Zarrow Collection, Oklahoma State University Archives",jmz.418,,Image,Pencils (drawing and writing equipment),image/png,Wood (plant material); Black (color); Antiquing,image: 8 1/8 x 9 in.; framed: 17 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.418.png,/objects/jmz.418.png,/objects/small/jmz.418_sm.jpg,/objects/thumbs/jmz.418_th.jpg
jmz.419,Flute dancer,"Blackowl, Archie",Cheyenne (culture or style),"A. Blackowl (printed, lower right)",,"A painting of a powwow dancer playing a flute as he dances. His left knee is raised as his legs move toward the left, his torso is facing the viewer, and his head is turned to the right. He is wearing a roach headdress, a matching beaded necklace, upper-arm bands, wrist guards with fringe and a belt. He is also wearing upper- and lower-back bustles, a long red breechclout, a band of large bells around each calf just below the knee and beaded dance moccasins. He is holding the flute up to his mouth with his left hand and he is holding a feather fan in his right hand.",paper surface loss at the top left; discoloration; painting has slipped down; museum mounting,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow from Henry Belink of Belink's Studio, Santa Fe, NM, at their home in Tulsa, OK, June 22, 1981. On a piece of old dust cover attached to the back: ""Archie Blackowl - Kiowa, tempera/watercolor paper."" On tape at the top of the dust cover: ""Painted in the late 50's."" A note from Henry Belink: ""Archie Blackowl's 'Flute Player' is estimated to be painted in 1950s, the late 1950s. Blackowl was a good friend of the David Holway's. 13 5/8 X 9 5/8 Tulsa, Oklahoma.""","Zarrow Collection, Oklahoma State University Archives",jmz.419,,Image,Tempera,image/png,Wood (plant material),image: 13 3/4 x 9 3/4 in.; framed: 22 3/8 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.419.png,/objects/jmz.419.png,/objects/small/jmz.419_sm.jpg,/objects/thumbs/jmz.419_th.jpg
jmz.42,Gourd dancer,"Nevaquaya, Doc Tate",Comanche (culture or style),"Doc Tate Nevaquaya (printed, lower right)",,"A painting of a dancer facing left. He is wearing fringed buckskin and a stroud cloth breechclout, with a similar fabric wrapped around his waist and draped over his left forearm. He is holding a beaded feather fan in his left hand and a beaded rattle in his right hand.",undamaged; acidic mats,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow at the Indian Paintbrush Gallery, Siloam Springs, AR, October 27, 1980. This painting was one of twelve purchased at the time.","Zarrow Collection, Oklahoma State University Archives",jmz.42,,Image,Tempera,image/png,Wood (plant material),framed: 22  x 16 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.42.png,/objects/jmz.42.png,/objects/small/jmz.42_sm.jpg,/objects/thumbs/jmz.42_th.jpg
jmz.420,Untitled (Portrait of Native American elder),"Abeita, Jim",Navajo (culture or style),"Abeita (printed, lower left)",,A portrait of a man facing the viewer with long gray hair. He is squinting. He is wearing a hair ornament on the right side of his head that consists of a round beaded medallion with two feathers attached. He also has a red scarf around his neck.,undamaged,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow via absentee bid from an R. G. Munn auction, Albuquerque, NM, February 3, 1995. This painting was one of twenty purchased at this auction. Auction lot #X-25.","Zarrow Collection, Oklahoma State University Archives",jmz.420,,Image,Oil paint (paint),image/png,Wood (plant material),image: 4 x 11 in.; framed: 20 7/8 x 18 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.420.png,/objects/jmz.420.png,/objects/small/jmz.420_sm.jpg,/objects/thumbs/jmz.420_th.jpg
jmz.421,Untitled (Comanche hunter),"Poleahla, Nick",Hopi-Tewa (culture or style),"N. Poleahla '90 (printed, lower right)",1990,"A drawing of a dancer in a traditional Comanche hunter's costume. The dancer is facing left. He is wearing a painted face mask with feather decorations on the sides and a band of braided ribbons across the forehead. In addition, he is wearing a beaded shoulder collar, beaded upper-arm bands, beaded bow guards on his wrist, a deer-hide kilt and high-topped, hard-soled dance boots. He is wearing a black, red and green handwoven belt across his chest and around his waist. An animal pelt is hanging down the back of his kilt. He is in a squatting position with his right hand raised and holding an arrow while his left hand is waist height and is holding a bow.",creasing and smudging along the upper right side,"The Zarrow Collection features a vast array of artwork primarily by Native American artists from several federally recognized tribal nations. This artwork was collected from museums, exhibitions, and art galleries across the nation by Maxine and Jack Zarrow of Tulsa, Oklahoma.","Purchased by Jack and Maxine Zarrow via absentee bid from an R. G. Munn auction, Albuquerque, NM, February 4, 1995. This painting was one of twenty purchased at this auction.","Zarrow Collection, Oklahoma State University Archives",jmz.421,,Image,Colored pencils,image/png,Wood (plant material); Black (color),image: 15 x 11 in.; framed: 22 x 17 7/8 in.,"The researcher assumes full responsibility for conforming with the laws of copyright. Whenever possible, the Oklahoma State University Archives will provide information about copyright owners and related information. Securing permission to publish or use material is the responsibility of the researcher. Note that unless specifically transferred to Oklahoma State University Libraries, any applicable copyrights may be held by another individual or entity. Copyright for material published by Oklahoma Agricultural and Mechanical College/Oklahoma State University is held by the Board of Regents for the Oklahoma Agricultural and Mechanical Colleges. All rights reserved. Further information about copyright policy can be obtained by contacting the OSU Archives by email at libscua@okstate.edu or by phone at 405-744-6311.",https://rightsstatements.org/vocab/InC/1.0/,jmz.421.png,/objects/jmz.421.png,/objects/small/jmz.421_sm.jpg,/objects/thumbs/jmz.421_th.jpg
